First occurrence t = 0.400000  with q = 0.000000
Centers of the clusters :
-5.587025 	 15.266763 	 26.695002 	 
-178.091767 	 169.736544 	 -153.867582 	 
-73.388815 	 -144.868470 	 -125.353289 	 
-364.191185 	 157.496038 	 456.923189 	 
141.207054 	 -182.298065 	 101.750185 	 
431.351260 	 -110.697338 	 -131.424013 	 
180.941101 	 170.776652 	 -340.690958 	 
-610.187175 	 102.959884 	 -92.822106 	 
141.827964 	 312.654561 	 169.261048 	 
-473.130113 	 -563.862649 	 600.731521 	 
550.550828 	 -450.387883 	 -500.864134 	 
45.573386 	 -465.549853 	 -365.774709 	 
354.198499 	 -42.101929 	 399.466534 	 
-533.249331 	 -446.818851 	 -380.584571 	 
-179.942862 	 -324.155655 	 259.884531 	 
508.853450 	 -507.184219 	 445.186438 	 
-427.253976 	 647.816594 	 310.690787 	 
-364.575819 	 506.767624 	 -472.515351 	 
564.244856 	 482.894123 	 456.179491 	 
512.979410 	 538.149825 	 -499.132852 	 
